source,final_text,model,dominant_topic,dominant_topic_score
tiktok,atop kasian adiku kerja sebulan,lda,4,0.39982637468908655
tiktok,periode dah.,lda,4,0.5999989115561176
tiktok,hemat gaji guru maksunya pak?,lda,3,0.6401657771987166
tiktok,nyesel pokoknya,lda,4,0.5975806477559839
tiktok,kudu nangis,lda,0,0.2
tiktok,bner nyesel pilih prabowo,lda,4,0.8844442986992854
tiktok,stop evaluasi jangan diteruskan jangan bpk laporan abs program gk bermasalah.,lda,4,0.9188985295388341
tiktok,". presiden diangkat wiwi, gayanya diktator anti kritik.",lda,4,0.8395341395645521
tiktok,"tujuan bpk mulia, makan bergizi gratis monitoring pak, baik pake lembaga independen memonitoring prosesnya",lda,1,0.8360192990387657
tiktok,mentahane,lda,0,0.2
tiktok,makan bergizi gratis segitunya,lda,4,0.5999904645083336
tiktok,mantap lanjutkan presiden,lda,1,0.7941979090932496
tiktok,peka jangan memaksakan kehendak,lda,3,0.7291747297614324
tiktok,"kasih langsung efektif uang, minggu, membantu rakyat",lda,1,0.33969284281206535
tiktok,mantap pak. perhatikan kepemilikan makan bergizi gratis nya,lda,3,0.7327294746920751
tiktok,prabowo is the best 🥰🥰,lda,2,0.595268888750531
tiktok,lanjutkan makan bergizi gratis,lda,2,0.5991290218609155
tiktok,lihat,lda,2,0.5972599016034402
tiktok,"kelamaan, th",lda,0,0.5981435232648239
tiktok,lanjutkan makan bergizi gratis prabowo periode,lda,1,0.39686539530615184
tiktok,lanjutkan makan bergizi gratis jadikan standar bangsa indonesia presiden nantinya!,lda,1,0.8650338245287194
tiktok,lanjutkan mbg🥰,lda,2,0.5991290218609155
tiktok,program sdah bagus oknum dbawahnya menyalah,lda,1,0.7264072840265952
tiktok,ny gk dapur amanah pak. bnyk ngasih makanan gk layak d makan. bkn ngasih mkn ank indonesia garis nya.,lda,1,0.6956175058157578
tiktok,"butuh lapker. sekedar investasi speting.. keluarga mbg,satu kampung derita percuma.",lda,1,0.8841364465668949
tiktok,"makan bergizi gratis ladang korupsi pak, tolong cek kebawah",lda,4,0.8848849048155906
tiktok,bwo utamakn makan pintar🤣,lda,4,0.5988773617235003
tiktok,tidak otomatis benar “baik” emosional,lda,0,0.3999722090063698
tiktok,oalah wo wo,lda,3,0.64033385132311
tiktok,"omong kosong, omong besar.",lda,1,0.640116642981506
tiktok,persen kasi makan sasaran tidak,lda,3,0.7985527560771118
tiktok,"makan bergizi gratis jngan stop tpi turunin harga sembako, jngan smpai krena makan bergizi gratis hrga sembako dipasaran jdi pda melonjak",lda,3,0.9103261221640996
tiktok,makan bergizi gratis nya desa pa,lda,2,0.7295567511317007
tiktok,ckup periode,lda,4,0.5999989115561176
tiktok,buka mata ayo,lda,4,0.5169357213403558
tiktok,makan bergizi gratis,lda,0,0.2
tiktok,mohon evaluasi lgi program makan bergizi gratis. coba bpk terjun langsung lapangan progam bpk bener bener terapkan tepat.,lda,4,0.6168606692628457
tiktok,menu ubi basi dmn gizi nya,lda,3,0.5490461829189437
tiktok,presiden tidak mikirkan rakyat,lda,0,0.729499426309093
tiktok,tidak makan bergizi gratis ttp berjalan,lda,2,0.7327846267743043
tiktok,"ora setuju blas, kta ne presiden",lda,2,0.3251149601106309
tiktok,"masyaallah alhamdulillah hebat, orang indonesia nyinyiran makan bergizi gratis, orang tidak menyadari program makan bergizi gratis menciptakan juta pekerjaan, petani, peternak, tukang masak driver makan bergizi gratis, program makan bergizi gratis menyumbang pertumbuhan ekonomi indonesia, laporkan kemarin, pertumbuhan ekonomi indonesia diamtara negara tidak , , persen",lda,1,0.437167173056849
tiktok,gk liat keracunan pak..aneh aneh bpk ini..,lda,0,0.8367176275185862
tiktok,presiden tidak bermutu,lda,4,0.5958083063501082
tiktok,makan bergizi gratis bertahan diduga jatah-jatah parpol dikasih spya tdk koar koar beliau memimpin,lda,1,0.8632227362812813
tiktok,"makan bergizi gratis khusus org tua benar tidak rumahnya sperti gubuk. msih ngasih makan anak enak makan bergizi gratis, bkannya menolak tpi membutuhkan. progamnya bagus tidak sasaran pengawasan stiap sppg shingga bnyak keropsi mainkan harga lauk bahan makanan.",lda,1,0.5492879549918328
tiktok,presiden omong kosong,lda,1,0.7985169387119634
tiktok,cuan segelintir orang,lda,3,0.5999878303334535
tiktok,makan bergizi gratis tdk menjamin pencegahan stunting pak🤭,lda,2,0.7326882036334136
tiktok,direncanakan,lda,0,0.2
tiktok,"add pemberian makanan tambahan anak stunting, distop makan bergizi gratis, menyedihkan lansia tidak menerima pelayanan obat gratis posyandu keluarga, efek efisiensi, makan bergizi gratis kadang sasarannya gk , stop tidak sih, blt add pembagiannya tidak dipangkas",lda,2,0.5455920056116627
tiktok,makan bergizi gratis ajang korupsi,lda,4,0.7999979455688485
tiktok,pendidikan pk d korban makan bergizi gratis,lda,4,0.39954646653030057
tiktok,pertaruhkan mulu kmren,lda,2,0.7299992366405255
tiktok,mungkin dikiranya rakyat mati kelaparan tidak makan bergizi gratis.,lda,2,0.3488555359301735
tiktok,bertahan.?..karena malu program makan bergizi gratis gagal,lda,1,0.837438909451807
tiktok,tidak liat dana makan bergizi gratis ladang korupsi,lda,4,0.640055026230269
tiktok,"pertahankan,di situlah korupsi bergizi.",lda,4,0.7987175292714102
tiktok,"perut sakit, perutnya dikasi obat pak, jangan kepalanya dikasi obat",lda,4,0.8658470323056484
tiktok,"presiden omon omon, asean .",lda,3,0.640002076229115
tiktok,makan bergizi gratis tidak gunanya,lda,0,0.2
tiktok,"berunding bahas makan bergizi gratis aja,ngga dibahas",lda,2,0.39973231429612605
tiktok,omon doang.tp tdk lihat realita lapangan.,lda,1,0.28895161088716476
tiktok,salah jenderal stanting urus kehamilan bulan.. menanganinya. program gsc regulasinya benar bagus. persoalannya negara tidak program bagus hemat,lda,0,0.5925340726479974
tiktok,iya udah turun,lda,3,0.7316945414331377
tiktok,omon,lda,3,0.5999987794456326
tiktok,negara bangkrut makan bergizi gratis dilanjutkan,lda,0,0.798024424142938
tiktok,"makan bergizi gratis rawan korupsi, kolusi nepotisme, mending makan bergizi gratis dialihkan kesehatan pendidikan",lda,3,0.2913097713595329
tiktok,makan bergizi gratis dikorupsi.,lda,3,0.5999992415188312
tiktok,alasannya kelaparan udh bansoss dlu makan bergizi gratis baik² ajaa,lda,2,0.5846142143567783
tiktok,makan bergizi gratis ladang korupsi pa,lda,4,0.8398006260474312
tiktok,makan bergizi gratis tidak bansos tidak terserah bpk lakhh .. mudah mudahan ganti presiden ganti kebijakan,lda,4,0.48775481562020356
tiktok,"hemat melalui, pemangkasan dana pendidikan, dana kesehatan bukan penghematan, coba makan bergizi gratis didanai penyitaan aset koruptor benar.",lda,3,0.40859590971218834
tiktok,"pak, stunting cegah usia kehamilan ganjar. iya udah prioritas kesana. jangan dilibas pak. tidak mubazirnya program 'maksa' ini??",lda,4,0.580352995543132
tiktok,repormasi tidak,lda,0,0.2
tiktok,kentut wo,lda,3,0.5980348452215742
tiktok,duit insentif sppg jt anj,lda,0,0.7987232075238065
tiktok,"mempertahankan makan bergizi gratis tidak dianggap gagal!pdhl makan bergizi gratis dikorup kali,cuma berkedok gizi aja.",lda,1,0.4683353009178673
tiktok,stop stop stop makan bergizi gratis,lda,0,0.8664842216919487
tiktok,"tujuan baik cuman dibawahnya pengelolaanya bancakan anggota dewan ,bupati kroninya ,coba audit",lda,1,0.8987581918263164
tiktok,makan bergizi gratis rawan korupsi,lda,4,0.5506668948864548
tiktok,makan bergizi gratis sesuai meningkatkan gizi anak indonesia.. coba benar benar dicek makan bergizi gratis nya.. dicek dak fakta dilapangan..,lda,1,0.6197177636550185
tiktok,benar benar sakit pala lihat kebijakan ttp dipertahankan makan bergizi gratis ini🤣🤣,lda,0,0.4884642681513349
tiktok,"gara makan bergizi gratis sembako mahal, buah an mahal, untung pembisnis.",lda,3,0.8991842870812927
tiktok,setuju makan bergizi gratis dtutup,lda,3,0.5999103786397599
tiktok,presiden keras kepala,lda,4,0.839690183365226
tiktok,"apapun masalahnya, solusi nya makan bergizi gratis",lda,0,0.729134144152821
tiktok,"program bpk bagus nya pak, rusak program",lda,0,0.7313234739947362
tiktok,niatnya baik.. penyalurannya kdg,lda,3,0.7988646695351715
tiktok,kasih keluarga uang nya biar masak,lda,1,0.6145515285208629
tiktok,"makanan anak"", bpk lihat,. jangan menerima laporan, bpk senang..",lda,2,0.6376475031670822
tiktok,"penyaluran makan bergizi gratis pas,saya efektif hemat ,biarkan orang tua kelola,dan sekolah memantau..tanpa tender packing..",lda,1,0.539228881533921
tiktok,makan bergizi gratis harga mati,lda,4,0.3996011478453128
tiktok,liat,lda,0,0.2
tiktok,makan bergizi gratis memperkaya dapur,lda,3,0.3993383554890252
tiktok,terserah capek lihat pemimpin tidak dengerin suara rakyatnya.,lda,0,0.560483008085769
tiktok,makan bergizi gratis proyeknya beliuw msna mungkin berhenti,lda,2,0.7963922128509995
tiktok,"pak.. medan sekolah makan bergizi gratis kebanyakan sekolah anaknya diantar jemput mobil, tas nya smiggle. iya orng tua tidak kasi makan",lda,3,0.5548090790086798
tiktok,tidak kemakan mbgnya basi pa..,lda,3,0.7971021310747931
tiktok,iya.tapi makan bergizi gratis juga.banyak tercecernya pak.,lda,2,0.4320041833973975
tiktok,"batu susah makan bergizi gratis tidak dikorupsi apa, x makan bergizi gratis korupsinya",lda,4,0.5722311877590269
tiktok,"prof. mahfud md indonesia uangnya tidk korupsi pemerintah indonesia meng gaji rakyatnya jt/bln/kepala apapun,. pendapatan hasil tambang sektor nya tidak korupsi juga, mngkin sangt itu. paham maksud nya prabowo semangat iya bapak, slalu mendukung keputusan bapak.",lda,1,0.3714288029658338
tiktok,gimana makan bergizi gratis korupsi,lda,4,0.7330193007299844
tiktok,jamin bpk kalah kdm maju baik nya mbg..pak.. uang orang tua nya,lda,3,0.7529241089125974
tiktok,berhenti makan bergizi gratis tidak perlu.lbh baik pendidikan gratis,lda,3,0.7980003628446243
tiktok,uang korupsi jajaran bp,lda,4,0.8391671257920157
tiktok,"heran deh, ngotot pertahanin makan bergizi gratis. mendingan uangnya modal dagang",lda,2,0.8654149603421848
tiktok,"tidak ku sangka kau bowo, tdknya makan bergizi gratis anak",lda,2,0.5661967709687744
tiktok,progam nya bagus kenyataan lapangan jendral semerawut..tolong jendral audit smua makan bergizi gratis indonesia ini..yg bener brapa tidak bener brapa,lda,0,0.5743753239163981
tiktok,gk nyadarkan bpk ini.,lda,0,0.5952673660185276
tiktok,"presiden keraskepala,, tidak gue pilih loe",lda,4,0.6274992953212194
tiktok,"keukeuh iya. tersandera program makan bergizi gratis mah, maju kena mundur kena..",lda,0,0.732859872252165
tiktok,makan bergizi gratis korupsi bos,lda,4,0.7316171286429339
tiktok,uang makan bergizi gratis mengarah korupsi,lda,4,0.7302276292903456
tiktok,"setuju sih,, tnp makan bergizi gratis tidak apa² pemerintah",lda,3,0.7307268140122497
tiktok,emangnya makan bergizi gratis tidak d korupsi ? ngotot pertahankan makan bergizi gratis ? tidak diserahkan langsung rb tsb ortu ? jd bertinyi-tinyi,lda,3,0.35983259226821585
tiktok,d jln salah pk makan bergizi gratis jln korupsi besaran,lda,4,0.4910790511380728
tiktok,makan bergizi gratis tidak bergisi,lda,0,0.2
tiktok,ceo makan bergizi gratis iya ngotot tidak hentikan,lda,0,0.5486456870120502
tiktok,ganti presiden,lda,4,0.799461983422482
tiktok,makan biar orang tua punta tanggung,lda,1,0.7942313733999626
tiktok,kesehatan non aktifkan lpenting,lda,1,0.5999984404482148
tiktok,makan bergizi gratis tidak dikorupsi pak? nada lembut,lda,3,0.5999992415188312
tiktok,"makan bergizi gratis mlh dikorupsi berame ,klo bertahan benar evaluasi ketat bener pengelolaannya,karna jln bener gk menunya",lda,3,0.8186558112077243
tiktok,astaghfirullah periode udeh,lda,4,0.7333297613710522
tiktok,modal besok d hasilnya bikin senyum,lda,3,0.5767187691926384
tiktok,rebahan saldo nambah besok d mantap bg,lda,3,0.8390225172876993
tiktok,iseng nyoba besok d kali langsung wd gas,lda,3,0.6103739372619421
tiktok,gag kudu milih mane lek,lda,0,0.5999983805984229
tiktok,orang gimana iya,lda,4,0.598885788211337
tiktok,gedek parabowo keras kepala. makannan bergizi harganya ribu,lda,4,0.533703044578483
tiktok,buang duit,lda,0,0.7321341151971625
tiktok,"kl daerah rawan stunting d teruskan program makan bergizi gratis nya, daerah kaya jabodetabek nya diganti program",lda,2,0.6330844440713532
tiktok,"omon omon, jalan benar korupsi makan bergizi gratis",lda,3,0.5998827123158835
tiktok,stop makan bergizi gratis,lda,0,0.5988358831311522
tiktok,bingung berpikir orang,lda,0,0.7319318660717828
tiktok,nyonyorr ndue presiden koyo ngene menyesal aq milih,lda,0,0.5474304751627244
tiktok,"susah udah orang no melanjutkan,",lda,3,0.7993540750291227
tiktok,"gimana anak tidak bersekolah miskin,dan tinggal didaerah tertinggal,apakah mbg,jadi bilang makan bergizi gratis membantu anak anak kelaparan,saya tidak pas sasaran,jadi sebenernya makan bergizi gratis pejabat pejabat kelaparan.",lda,2,0.9676267517314767
tiktok,makan bergizi gratis alat periode,lda,4,0.5999989115561176
tiktok,"ngawur waee tidak liat menu makan bergizi gratis bergizi padhal buah busuk, menu basah ayam berulat",lda,3,0.8848108307395016
tiktok,"heran tidak pembahasan lain, sealain makan bergizi gratis",lda,0,0.4002187087796741
tiktok,stop.mbg. desa btl membutuhkan skrng ngerampot,lda,2,0.43793954896045956
tiktok,maksa bngt pk,lda,4,0.7998692446934463
tiktok,pk makan bergizi gratis kd ajang korupsi,lda,4,0.8399469237369905
tiktok,mending uangnya langsung kasihkan rakyat dikorupsi makan bergizi gratis,lda,3,0.6003425876266599
tiktok,"haqqulyakin bpk digoyang trs gegara mbg,stanting rb seindonesia,tp bpk makan bergizi gratis nya",lda,2,0.6396925437210498
tiktok,"program nya bener,tp sayang nya nya tidak bener,bapak liat tidak sesuai ma harapkan,dr segi menu nya sppg saudara pejabat cb kaji ya,jangan kaya kaya korupsi dana makan bergizi gratis",lda,3,0.5800920479360343
tiktok,ngeyel iya kek,lda,1,0.3999393984170573
tiktok,tujuannya bagus serius rakyatnya antek makan bergizi gratis sampe sampe makan bergizi gratis jd peluang bisnis,lda,1,0.46043520179751435
tiktok,stop makan bergizi gratis makan bergizi gratis sarang korupsi,lda,0,0.6320515210301847
tiktok,bertahan makan bergizi gratis sampe rakyat mencret,lda,3,0.5487227407384933
tiktok,mending dikorupsi makan bergizi gratis,lda,3,0.7330023906105183
tiktok,"ganti presiden titik, presiden gua tidak pilih kacau",lda,4,0.9102725279153088
tiktok,"bilang tidak mao rugi, ngagul",lda,0,0.598790571104034
tiktok,stop..mbg,lda,0,0.5988358831311522
tiktok,makan bergizi gratis kaga korup? kocak,lda,4,0.5501544571709139
tiktok,uang makan bergizi gratis dikorupsi ngk tindak .. harga porsi rb penerima makan bergizi gratis dibawah rb .. rb gmn .. keuntungan gaji .. sprt jalannya uang rakyat rakyat .. jangan membodohi rakyat .. makan bergizi gratis jalani bukan dinas kesehatan dinas pendidikan kementrian bumn .. bukan dikelola swasta bnyk .. biar ngk nambah pa gaji relawan makan bergizi gratis .. menghemat rb rb dinikmati penerima makan bergizi gratis .. hrsnya rb iya penerima makan bergizi gratis iya senilai rb dikelola swasta .. ngk peduli gmn gaji relawan pa pemilik dapur makan bergizi gratis swasta bukan pemerintah,lda,3,0.5723079236636671
tiktok,anak smk butuh komputer/laptop. kasihan menggambar pakai hp.,lda,0,0.3933800775298964
tiktok,jemput,lda,0,0.2
tiktok,"bpk blum tau hrga barang mbg,kasian pedagng an",lda,4,0.5052486491112517
tiktok,korupsi . anak ku seneng skolah makan bergizi gratis ..,lda,4,0.5084060890007365
tiktok,hentikan makan bergizi gratis,lda,4,0.5992326533413412
tiktok,makan bergizi gratis ni bos.. uang,lda,3,0.7977430697005516
tiktok,egois ..,lda,4,0.5990627686488741
tiktok,dah terlanjur janji pas kampanye,lda,1,0.5833418536631382
tiktok,ayo joget juta seharii,lda,3,0.732506200101878
tiktok,"jd paham makan bergizi gratis , org no indonesia tidak makan bergizi gratis berhenti",lda,3,0.5661944580955968
tiktok,"lihat kebawah,menunya makan bergizi gratis",lda,2,0.794421043789188
tiktok,wowo membantu kroni kroninya,lda,0,0.5255871021914825
tiktok,curiga. du makan bergizi gratis,lda,0,0.2
tiktok,oalah woo woo,lda,1,0.5999854890069096
tiktok,"ngga dicegah korupsinya dialihkan makan bergizi gratis rumah bocor, dibenerin gentengnya air bocornya ditampung ember",lda,4,0.44004287535987624
tiktok,"bnyk lain, knpa bukan makan bergizi gratis ?",lda,0,0.5092770236905357
tiktok,pura tidak liat isi paket makan bergizi gratis dibagikan..,lda,1,0.59998756797793
tiktok,"menu nya udah sesuai tidak mencegah stunting? kritik menunya kyk gajelas disuruh bersyukur? letak mencegah stuntingnya pak? tidak evaluasi menu makan bergizi gratis makan bergizi gratis berjalan? oh lupa org keracunan cuman angka statistik mata dia, peduli menunya, programnya jalan. lumayan prat",lda,3,0.6476089996299591
tiktok,uang nya rakyat nya suruh iuran makan bergizi gratis,lda,0,0.8374399568220139
tiktok,periode iya please iya,lda,4,0.732603709240063
tiktok,korupsi menambah korupsi?,lda,4,0.733333242474713
tiktok,"fokus makan bergizi gratis daerah t jangan semua, masak sekolah swasta bayar spp nya rb/bln makan bergizi gratis",lda,2,0.8134479617416671
tiktok,makan bergizi gratis korupsi🤣🤣,lda,4,0.5999998432501754
tiktok,"programnya bagus pak, tolong telusuri kinerja dibawah ,biar tidak kecolongan.. dibawah sni enak enak mainnya",lda,4,0.9188365934144138
tiktok,bpk..apa bpk ngerti bpk omong,lda,4,0.5488620559828825
tiktok,"makan bergizi gratis beaya nya besar, sarat korupsi besar, tidak dengar keracunan",lda,0,0.6974863685121775
tiktok,rakyat sengasara makan bergizi gratis,lda,0,0.5999997796741161
tiktok,makan bergizi gratis setop blt perbaiki,lda,2,0.45000464113515554
tiktok,anggaran dihawatirkan dikorupsi diarahkan ciptakan kkn parah. pengelola dapur makan bergizi gratis tender seleksi ketat?,lda,0,0.5475676195182053
tiktok,"coba suruh anggota dpr, pejabat , asn makan siang pake makan bergizi gratis",lda,3,0.6373072636490452
tiktok,makan bergizi gratis ge loba dikorup lieur ah,lda,4,0.7307322925288279
tiktok,mengenaskan.,lda,0,0.2
tiktok,"rakyat tau, rakyat merasakan pak, jangan arah",lda,0,0.6917440661358809
tiktok,"uang d korupsi, 🤣 ..ah sudahlahh",lda,4,0.838598252855889
tiktok,makan bergizi gratis kadang korupsi jendral,lda,4,0.5499152322529399
tiktok,makan bergizi gratis efektif masyarakat merasakan makan bergizi gratis buang duit,lda,0,0.5185558229516475
tiktok,"negri kecamatan,satu kecamatan desa (berapa anak usia sampai, sekolah menampung murid x kelas = murid x sekolah= murid nampung desa,akhirnya sekolah swasta merajalela swasta bayar bulanan+gedung mahal makan bergizi gratis utama) (salam ceo makan bergizi gratis",lda,2,0.9591400257884564
tiktok,kali iya,lda,3,0.5974947047848024
tiktok,nabung iya,lda,0,0.2
tiktok,hentikan sajah makan bergizi gratis,lda,4,0.5992326533413412
tiktok,aldi taher oke presiden orang,lda,4,0.7320292557899287
tiktok,makanan tidak layak.,lda,2,0.7984838202138218
tiktok,pikiran bp makan bergizi gratis tida tutup makan bergizi gratis pa astagfiruloh,lda,4,0.8397127329047209
tiktok,makan bergizi gratis tidak dikorupsi jor joran bawahan abs mengganggap program mulus sukses,lda,4,0.4336804658923202
tiktok,hidup bukan makan gratis melulu !,lda,1,0.7293014251230744
tiktok,bnyk mubazirnya makann makan bergizi gratis bnyk buang,lda,3,0.7965754738689821
tiktok,"sasaran makan bergizi gratis nya pak, dievaluasi & dicek pelaksanaannya langsung",lda,3,0.3676977814576369
tiktok,makan bergizi gratis makan,lda,0,0.2
tiktok,ditaiwan ad progam makan bergizi gratis ikutan sperti indo dicoba wilayah kota,lda,0,0.6381149083443625
tiktok,stop mbg.ganti pendidikan.,lda,3,0.4530500501556402
tiktok,jangan keras patah,lda,4,0.7314505957838436
tiktok,rakyat kasih mkn uang untung pejabat y,lda,0,0.3653623061386167
tiktok,makan bergizi gratis mengatasi stunting.. are you sure?? come on wake up my president..stop dreaming for nothing..,lda,0,0.5327279417027658
tiktok,ladang basah makan bergizi gratis,lda,4,0.7327950065060769
tiktok,[sticker] heleh,lda,2,0.5999932711180072
tiktok,sppg jga jngn kelaparan,lda,0,0.7977192312444685
tiktok,"tidak lihat kenyataan dilapangan bagaimana, masak anak dkasih menerus & telur rebus tidak rasa, susu putih, anak bosan makanan sperti pak, & terbuang sia , tidak butuh makan bergizi gratis sperti menerus, limbah plastik menumpuk mengkemas sperti itu, program belanja membawa/memakai tas belanja sndri mengurangi sampah plastik, makan bergizi gratis kresek&plastik",lda,2,0.40725947647444466
tiktok,"yaudah tidak stop dikaji ulang. tujuannya stunting kandungan, fokus arah situ programnya tinggal dimantepin aja. anak sma dapet makan bergizi gratis iya udah tidak ngaruh arah stunting.",lda,2,0.5152283575439983
tiktok,makan bergizi gratis baik..hanya dapur makan bergizi gratis nya kebanyakan ambil laba,lda,3,0.8384993720952673
tiktok,"niat bpk bgus merasakan sbgai rakyat bpk, masalahny makan bergizi gratis jd ajang korupsi",lda,4,0.5995158900835947
tiktok,podo ae pk makan bergizi gratis korupsi,lda,4,0.7331452789540924
tiktok,heran pdhl negara krisis. makan bergizi gratis ttp jd primadona. pdhl makan bergizi gratis aslinya tdk guna.. buang² uang negara,lda,0,0.5162820045037197
tiktok,"drpd duit korupsi. iya henttiksn nya biar duit "" tidak korupsi. makan bergizi gratis bancakan korupsi",lda,4,0.8982330423892111
tiktok,maju makan bergizi gratis dkung spenuhnya.sy presiden bpk prabowo iklas mkir rakyat ..yg koar tujuan .tertentu,lda,1,0.4656419317487117
tiktok,makan bergizi gratis gk lepas korupsi pak?,lda,4,0.5999998432501754
tiktok,gk bener jlkn pk,lda,4,0.5993277253385909
tiktok,makan bergizi gratis tdk korupsi,lda,4,0.5999998432501754
tiktok,pancen yo ndableg,lda,1,0.5999853630493932
tiktok,uang korupsi mending makan bergizi gratis tidak tau korupsi,lda,4,0.8847825053069079
tiktok,liat makan bergizi gratis layak tdk bergizi mending uang,lda,3,0.7960974166061868
tiktok,hentikan makan bergizi gratis. makan bergizi gratis makan,lda,4,0.5992326533413412
tiktok,smoe segitunya bela makan bergizi gratis.,lda,4,0.5999904645083336
tiktok,"coba terjun langsung pelaksanaan makan bergizi gratis siswa ngga makan sayurnya basi,tahu hambar,lauknya telur rebus telur dikecapin,tempe semangit,buah membusuk",lda,3,0.6234159766537595
tiktok,makan bergizi gratis tidak korupsi nya,lda,4,0.5999998432501754
tiktok,program makan bergizi gratis koq si wowok ngebet bged mempertahankan nya.pdahal uangan sekarat,lda,3,0.5050062803691543
tiktok,makan bergizi gratis pertahankan krisis korbankan makan bergizi gratis jalan,lda,3,0.7981126553037652
tiktok,jangan sekolah online dah,lda,3,0.8384262301049556
tiktok,"tolong kasi hp, biar liat anggaran rb press jd rb makan bergizi gratis",lda,3,0.5464470841917269
tiktok,makan bergizi gratis next saran mobil motor pakai bahan bakar minyak dipakai libur pemerintah sediakan kendaraan gratis tujuan kantor sekolah.,lda,1,0.6376656416896987
tiktok,"uang menyalurkan nya salah bapak, masya allah",lda,4,0.7974848898699737
tiktok,pertanyaannya pelaksanaan makan bergizi gratis tidak korupsi?,lda,4,0.4002182168570995
tiktok,"jangan ambil dana pendidikan pakk,",lda,3,0.8845969910683373
tiktok,bilang makan bergizi gratis tidak korupsi pak.. jangan percaya jajaran nya pak..,lda,4,0.49902736485988436
tiktok,singkat menyesal memilih titik,lda,3,0.7997348400634678
tiktok,iya allah nunggu 🤨,lda,4,0.7309722926209982
tiktok,anak desa negara makan bergizi gratis bahagia maem bareng disekolahan makanan,lda,2,0.6870299306919111
tiktok,ra pan milih rika,lda,0,0.5999983805984229
tiktok,nasib pedagang kantin sekolah cari makan gmna pak??,lda,3,0.8638020593628891
tiktok,q berhemat,lda,4,0.5999854933279644
tiktok,kl makan bergizi gratis uangnya udah tidak dikorupsi pak.. jd lahan bisnis empuk,lda,3,0.7266744932572734
tiktok,"lanjutkan makan bergizi gratis nya suka program anak pkh, blt seumur tidak dapat..",lda,2,0.5991431931733742
tiktok,.bpjs d nonaktifkan .gaji guru honorer d potong .jalanan berlubang .rencanax sekolah online(online=libur),lda,3,0.9382644365851486
tiktok,naikkan gaji guru honorer,lda,3,0.8666346851407702
tiktok,"biar anak ngg stunting menunya kue lapis, minuman susu, kue kering, bolu wkwwk",lda,2,0.8984842527274258
tiktok,hadeh🤣🤣,lda,0,0.2
tiktok,"tidak dibagi langsung via transfer, makan bergizi gratis bancakan",lda,3,0.5997662877528573
tiktok,prabowo khabisan ide,lda,2,0.595268888750531
tiktok,makan bergizi gratis y bahasannya ?,lda,0,0.2
tiktok,omon omon x,lda,3,0.7999992177296535
tiktok,"uang dikorupsi baik kasih makan anak, mekanismenya lahan basah korupsi.",lda,3,0.47587282453674495
tiktok,ny berbohong..,lda,2,0.5999960263011875
tiktok,"pdahal tidak krisis, liat pilihannya",lda,3,0.5973222965042573
tiktok,bpk tdk makan bergizi gratis ladang korupsinya,lda,4,0.7333322042838815
tiktok,mending makan bergizi gratis stop korupsi hentikan,lda,4,0.8636101506991405
tiktok,rakyat,lda,0,0.5999997796741161
tiktok,adaya program makan bergizi gratis bayak pengurus makan bergizi gratis berkorupsi .,lda,1,0.5999847049740406
tiktok,proyek negara program negara mar up harga nya gila gilaan,lda,0,0.865600713454783
tiktok,presiden cerdas pintar jenius jangan kaya prabowo subianto makan bergizi gratis gagal dilanjutkan,lda,2,0.5766881375502788
tiktok,korupsi berjamaah.,lda,4,0.7999976750503344
tiktok,untung gua tidak milih loe wo,lda,3,0.6989399303693907
tiktok,"""saya pertaruhan kepemimpinan saya, lihat""",lda,1,0.5493344556279743
tiktok,adakah sppg siluman ?? cuman casing doang..ga pelayanan .. coba cek daerah ..,lda,3,0.7236907942745467
tiktok,bubar beneran ??,lda,0,0.2
tiktok,"tidak makan bergizi gratis pak, anak pondok sekolah, makan bergizi gratis",lda,2,0.7321367947274606
tiktok,"anak siangnya makan (itupun seadanya), malamnya tidak mkan krna udah tidak sklah dn ortunya tidak duit. trus gizinya trpenuhi bgaimna cma mkan siangnya aja? srius nanya",lda,2,0.9259515517710006
tiktok,"efisiensi lu beli mobil pick up india sampe triliunan, bengkelnya.",lda,3,0.3900702626316333
tiktok,hah korupsi makan bergizi gratis,lda,4,0.5999998432501754
tiktok,"programu apek menune ora apek mudun , mosok makan bergizi gratis kon makan kurmo karo kacang tolo",lda,3,0.4001331148569576
tiktok,sma pak. makan bergizi gratis it ladang korupsi iya allah wowo tidak mudeng,lda,4,0.8838971334101584
tiktok,baik sekolah gratis,lda,3,0.7286254340166224
tiktok,terserah bpk bpk susah kasih tau nya,lda,3,0.7973749104643555
tiktok,"presiden ku terhormat banggakan adany a makan bergizi gratis gaji honorer,p k paruh berpuluh""tahun mengabdi mencerdaskan anak bangsa sulit dptkn dn tdk pencerahannya pemerintah status gantung..sedangkn petugas makan bergizi gratis perhatikan kesejahteraannya",lda,1,0.6550354542129925
tiktok,haha pede bener si gemoy,lda,2,0.4339242557142087
tiktok,"makan bergizi gratis sesuai makanan ksh layak pake setuju makan bergizi gratis sekolah tetep jalan jangan daring, makan bergizi gratis makanan tidak layak makan mending stop",lda,3,0.6300048043358589
tiktok,makan makan bergizi gratis engga presiden bergizi mohon maaf yaa,lda,4,0.8396511883681186
tiktok,"nolong org kasi alat pancing, bukan dikasih ikan..",lda,3,0.8643027932940055
tiktok,stuntig bayi kandungan,lda,0,0.5999874307566417
