created_at,raw_text,likes_count,reply_count,source,is_spam,clean_text,normalized_text,final_text,text_length,word_count,clean_text_length,clean_word_count
2026-03-23T00:58:59.000Z,"pngeluaran APBN trbesar bangsa ini adalah MBG, sblmnya tnpa program itu aman2 aja tp klo skolah daring efek dan hasilnya kita sdh tau sndiri wktu covid kmrn gmna? tnya pada lulusan jalur covid 😁",0,,tiktok,False,"pngeluaran anggaran pendapatan belanja negara trbesar bangsa makan bergizi gratis, sblmnya tnpa program aman skolah daring efek hasilnya tau sndiri covid kmrn gmna? tnya lulusan jalur covid","pngeluaran anggaran pendapatan dan belanja negara trbesar bangsa ini adalah makan bergizi gratis, sblmnya tnpa program itu aman aja tapi klo skolah daring efek dan hasilnya kita sudah tau sndiri waktu covid kmrn gmna? tnya pada lulusan jalur covid","pngeluaran anggaran pendapatan belanja negara trbesar bangsa makan bergizi gratis, sblmnya tnpa program aman skolah daring efek hasilnya tau sndiri covid kmrn gmna? tnya lulusan jalur covid",194.0,34.0,189,27
2026-03-23T02:06:17.000Z,"Kalo anggaran MBG itu saya tdk tau pasti jumlah dan subernya dr mana, gak sampai situ bahasannya. ini kan pembahasan awalnya cuma gmn cara ambil mbg ke sekolah jika d lakukan daring terbatas. ini daring terbatas ya, d rencanakan senin sampai kamis sekolah, jumat sabtu daring. bkn full daring sprt masa covid. itupun blm ketuk palu, sdh pasti dilaksanakan atau enggak.Kita doakan saja solusi terbaik utk pembelajaran di tengah krisis bbm mendunia ini🤗🙏🏻",0,,tiktok,False,"anggaran makan bergizi gratis tdk tau subernya mana, tidak situ bahasannya. pembahasan gmn ambil makan bergizi gratis sekolah d lakukan daring terbatas. daring terbatas iya, d rencanakan senin kamis sekolah, jumat sabtu daring. bkn full daring sprt covid. itupun ketuk palu, dilaksanakan enggak.kita doakan solusi terbaik pembelajaran krisis bahan bakar minyak mendunia ini🤗","kalau anggaran makan bergizi gratis itu saya tdk tau pasti jumlah dan subernya dari mana, tidak sampai situ bahasannya. ini kan pembahasan awalnya cuma gmn cara ambil makan bergizi gratis ke sekolah jika d lakukan daring terbatas. ini daring terbatas iya, d rencanakan senin sampai kamis sekolah, jumat sabtu daring. bkn full daring sprt masa covid. itupun blm ketuk palu, sudah pasti dilaksanakan atau enggak.kita doakan saja solusi terbaik untuk pembelajaran di tengah krisis bahan bakar minyak mendunia ini🤗","anggaran makan bergizi gratis tdk tau subernya mana, tidak situ bahasannya. pembahasan gmn ambil makan bergizi gratis sekolah d lakukan daring terbatas. daring terbatas iya, d rencanakan senin kamis sekolah, jumat sabtu daring. bkn full daring sprt covid. itupun ketuk palu, dilaksanakan enggak.kita doakan solusi terbaik pembelajaran krisis bahan bakar minyak mendunia ini🤗",453.0,73.0,374,53
2026-03-23T08:42:39.000Z,Baca diatas udh ada jawabannya. 😅,0,,tiktok,False,baca diatas udh jawabannya.,baca diatas udh ada jawabannya.,baca diatas udh jawabannya.,33.0,6.0,27,4
2026-03-23T08:44:17.000Z,ya klw siswa ttp hrus ambil k sekolah ya udah sekolah aj sekalian aneh,0,,tiktok,False,iya siswa ttp hrus ambil k sekolah iya udah sekolah aneh,iya kalau siswa ttp hrus ambil k sekolah iya udah sekolah saja sekalian aneh,iya siswa ttp hrus ambil k sekolah iya udah sekolah aneh,70.0,14.0,56,11
2026-03-23T08:45:19.000Z,o anda mitra mbg ya 😂,0,,tiktok,False,o mitra makan bergizi gratis iya,o anda mitra makan bergizi gratis iya,o mitra makan bergizi gratis iya,21.0,6.0,32,6
2026-03-23T08:46:33.000Z,"Astaghfirullah memang sekolah loh pak selama 4 hr, 2hr nya daring. Mbg utk yg dua hr di rapel pembagiannya di hari ke 4 skolah pak.jd kan gk perlu k skolah ambil mbg saat daring. itu juga belajar daring msh rencananya pak, blm ada keputusannya. semoga aja ada kebijakan terbaik utk semua",0,,tiktok,False,"astaghfirullah sekolah loh hari, nya daring. makan bergizi gratis rapel pembagiannya skolah pak.jd gk k skolah ambil makan bergizi gratis daring. belajar daring rencananya pak, keputusannya. semoga kebijakan terbaik","astaghfirullah memang sekolah loh pak selama hari, hari nya daring. makan bergizi gratis untuk yg dua hari di rapel pembagiannya di hari ke skolah pak.jd kan gk perlu k skolah ambil makan bergizi gratis saat daring. itu juga belajar daring masih rencananya pak, blm ada keputusannya. semoga aja ada kebijakan terbaik untuk semua","astaghfirullah sekolah loh hari, nya daring. makan bergizi gratis rapel pembagiannya skolah pak.jd gk k skolah ambil makan bergizi gratis daring. belajar daring rencananya pak, keputusannya. semoga kebijakan terbaik",287.0,51.0,215,29
2026-03-23T08:48:06.000Z,"sebaiknya baca dulu semua komentar, baru komen🤗🙏🏻",2,,tiktok,False,"baca komentar, komen🤗","sebaiknya baca dulu semua komentar, baru komen🤗","baca komentar, komen🤗",49.0,7.0,21,3
2026-03-22T15:17:49.000Z,skrg kan gaji sdh dipisahkan.. jadi menu makanan 10rb.,1,,tiktok,False,gaji dipisahkan.. menu makanan rb.,sekarang kan gaji sudah dipisahkan.. jadi menu makanan rb.,gaji dipisahkan.. menu makanan rb.,54.0,9.0,34,5
2026-03-23T04:12:51.000Z,"dua kata lucu ""bayar relawan"" 😂
kalo dibayar namanya bukan relawan tp karyawan",1,,tiktok,False,"lucu ""bayar relawan"" dibayar namanya bukan relawan karyawan","dua kata lucu ""bayar relawan"" kalau dibayar namanya bukan relawan tapi karyawan","lucu ""bayar relawan"" dibayar namanya bukan relawan karyawan",78.0,13.0,59,8
2026-03-23T10:31:20.000Z,"dari pada korupsi,tp MBG korupsinya pindah",0,,tiktok,False,"korupsi,tp makan bergizi gratis korupsinya pindah","dari pada korupsi,tp makan bergizi gratis korupsinya pindah","korupsi,tp makan bergizi gratis korupsinya pindah",42.0,6.0,49,6
2026-03-22T22:56:14.000Z,program nya emg jalan tapi dia itu gak mau cek fakta di lapangan klo bnyak MBG yg gak sesuai standar gizi. dia itu cuma duduk Terima laporan yg baik2 ajja tapi gk pernah turun ke lapa ngan,0,,tiktok,False,program nya emg jalan tidak cek fakta lapangan bnyak makan bergizi gratis tidak sesuai standar gizi. duduk terima laporan baik ajja gk turun lapa ngan,program nya emg jalan tapi dia itu tidak mau cek fakta di lapangan klo bnyak makan bergizi gratis yg tidak sesuai standar gizi. dia itu cuma duduk terima laporan yg baik ajja tapi gk pernah turun ke lapa ngan,program nya emg jalan tidak cek fakta lapangan bnyak makan bergizi gratis tidak sesuai standar gizi. duduk terima laporan baik ajja gk turun lapa ngan,188.0,37.0,150,25
2026-03-22T22:05:25.000Z,"Makan sehari sekali, itupun wafer atau kacang. Gizi apanya",0,,tiktok,False,"makan sehari sekali, itupun wafer kacang. gizi apanya","makan sehari sekali, itupun wafer atau kacang. gizi apanya","makan sehari sekali, itupun wafer kacang. gizi apanya",58.0,9.0,53,8
2026-03-22T18:17:45.000Z,"dgr ""Relawan"" tapi ""dibayar"" aja ud aneh 😅",1,,tiktok,False,"dgr ""relawan"" ""dibayar"" ud aneh","dgr ""relawan"" tapi ""dibayar"" aja ud aneh","dgr ""relawan"" ""dibayar"" ud aneh",42.0,8.0,31,5
2026-03-23T04:55:57.000Z,"laiyo ihh Jane mudeng OPO tok2 ramudeng sih dia tu,,gemes bgt",0,,tiktok,False,"laiyo ihh jane mudeng opo tok ramudeng tu,,gemes","laiyo ihh jane mudeng opo tok ramudeng sih dia tu,,gemes banget","laiyo ihh jane mudeng opo tok ramudeng tu,,gemes",61.0,11.0,48,8
2026-03-23T04:48:49.000Z,Yg mana ?,0,,tiktok,False,?,yg mana ?,?,9.0,3.0,1,1
2026-03-23T02:36:43.000Z,kalo anti kritik anda mungkin sekarang sudah hilang d telan bumi,0,,tiktok,False,anti kritik mungkin hilang d telan bumi,kalau anti kritik anda mungkin sekarang sudah hilang d telan bumi,anti kritik mungkin hilang d telan bumi,64.0,11.0,39,7
2026-03-23T02:09:56.000Z,sepertinya sudah direncanakan untuk bubarkan atau paling tidak bangkrutkan Indonesia,0,,tiktok,False,direncanakan bubarkan tidak bangkrutkan indonesia,sepertinya sudah direncanakan untuk bubarkan atau paling tidak bangkrutkan indonesia,direncanakan bubarkan tidak bangkrutkan indonesia,84.0,10.0,49,5
2026-03-23T01:22:08.000Z,Kenapa harus mbg klo mau kasihkan ke gelandangan anak2 kecil di jalan raya masih banyak,0,,tiktok,False,makan bergizi gratis kasihkan gelandangan anak jalan raya,kenapa harus makan bergizi gratis klo mau kasihkan ke gelandangan anak kecil di jalan raya masih banyak,makan bergizi gratis kasihkan gelandangan anak jalan raya,87.0,15.0,57,8
2026-03-23T00:08:30.000Z,padahal mbg banyak buanget yang gk sesuai tapi sampek di telinga dia bagus semua makanya ngeyel muluk kalok soal mbg,0,,tiktok,False,makan bergizi gratis buanget gk sesuai sampek telinga bagus ngeyel muluk kalok makan bergizi gratis,padahal makan bergizi gratis banyak buanget yang gk sesuai tapi sampek di telinga dia bagus semua makanya ngeyel muluk kalok soal makan bergizi gratis,makan bergizi gratis buanget gk sesuai sampek telinga bagus ngeyel muluk kalok makan bergizi gratis,116.0,20.0,99,15
2026-03-23T00:02:53.000Z,itulah jika 11/100,0,,tiktok,False,/,itulah jika /,/,18.0,3.0,1,1
2026-03-22T23:50:08.000Z,susah dibilangi..gk bs dikasih masukan tp mdh ditipu🤦🤦,0,,tiktok,False,susah dibilangi..gk dikasih masukan mdh ditipu🤦🤦,susah dibilangi..gk bisa dikasih masukan tapi mdh ditipu🤦🤦,susah dibilangi..gk dikasih masukan mdh ditipu🤦🤦,54.0,8.0,48,6
2026-03-22T23:44:37.000Z,mmng arti kritik itu apa sih?,0,,tiktok,False,mmng arti kritik sih?,mmng arti kritik itu apa sih?,mmng arti kritik sih?,29.0,6.0,21,4
2026-03-22T23:37:26.000Z,apanya yang susah?,0,,tiktok,False,apanya susah?,apanya yang susah?,apanya susah?,18.0,3.0,13,2
2026-03-22T22:49:07.000Z,anak anak orng miskin di kasih duit haram dapet korupsi di racun generasi kita,0,,tiktok,False,anak anak orng miskin kasih duit haram dapet korupsi racun generasi,anak anak orng miskin di kasih duit haram dapet korupsi di racun generasi kita,anak anak orng miskin kasih duit haram dapet korupsi racun generasi,78.0,14.0,67,11
2026-03-22T22:10:03.000Z,kalau evaluasi dengan baik nanti ciannya gak banyak,0,,tiktok,False,evaluasi baik ciannya tidak,kalau evaluasi dengan baik nanti ciannya tidak banyak,evaluasi baik ciannya tidak,51.0,8.0,27,4
2026-03-22T17:12:28.000Z,"mungkin karna lulusan tentara yg biasa denger siap pak siap pak dari bawahannya, jadinya sekarang ga mau denger kritikan dari bawahan/rakyatnya",1,,tiktok,False,"mungkin lulusan tentara denger bawahannya, tidak denger kritikan bawahan/rakyatnya","mungkin karena lulusan tentara yg biasa denger siap pak siap pak dari bawahannya, jadinya sekarang tidak mau denger kritikan dari bawahan/rakyatnya","mungkin lulusan tentara denger bawahannya, tidak denger kritikan bawahan/rakyatnya",143.0,21.0,82,9
2026-03-22T17:27:11.000Z,jangan sok tau dia lihat lihat,0,,tiktok,False,jangan sok tau lihat lihat,jangan sok tau dia lihat lihat,jangan sok tau lihat lihat,30.0,6.0,26,5
2026-03-22T16:12:59.000Z,soalnya pak pres blm pernah merasakan HDP ssh,1,,tiktok,False,pres merasakan hdp ssh,soalnya pak pres blm pernah merasakan hdp ssh,pres merasakan hdp ssh,45.0,8.0,22,4
2026-03-23T00:39:30.000Z,Maksud lu suruh anis yg pengangguran itu,0,,tiktok,False,maksud lu suruh anis pengangguran,maksud lu suruh anis yg pengangguran itu,maksud lu suruh anis pengangguran,40.0,7.0,33,5
2026-03-23T00:28:28.000Z,belum 1 periode juga sudah begini,0,,tiktok,False,periode,belum periode juga sudah begini,periode,33.0,6.0,7,1
2026-03-23T00:06:40.000Z,klamaan kburu utang numpuk,0,,tiktok,False,klamaan kburu utang numpuk,klamaan kburu utang numpuk,klamaan kburu utang numpuk,26.0,4.0,26,4
2026-03-22T23:07:22.000Z,3 periode 🙏,0,,tiktok,False,periode,periode,periode,11.0,3.0,7,1
2026-03-22T23:02:26.000Z,setengah klo bsa,0,,tiktok,False,bsa,setengah klo bsa,bsa,16.0,3.0,3,1
2026-03-22T22:54:37.000Z,aku mau 10 periode🤪,0,,tiktok,False,periode🤪,aku mau periode🤪,periode🤪,19.0,4.0,8,1
2026-03-22T22:25:59.000Z,saya sependapat dengan kakak,0,,tiktok,False,sependapat kakak,saya sependapat dengan kakak,sependapat kakak,28.0,4.0,16,2
2026-03-22T21:23:57.000Z,"gagasan gak ada yg benar,,",0,,tiktok,False,"gagasan tidak benar,,","gagasan tidak ada yg benar,,","gagasan tidak benar,,",26.0,5.0,21,3
2026-03-22T20:34:54.000Z,sy hrp kelamaan,0,,tiktok,False,hrp,saya hrp kelamaan,hrp,15.0,3.0,3,1
2026-03-22T18:05:34.000Z,main facebook gih,0,,tiktok,False,main facebook gih,main facebook gih,main facebook gih,17.0,3.0,17,3
2026-03-22T17:38:03.000Z,ya ..,0,,tiktok,False,iya ..,iya ..,iya ..,5.0,2.0,6,2
2026-03-22T17:30:26.000Z,gak mungkin sppg gak milih dia lagi.,0,,tiktok,False,tidak mungkin sppg tidak milih lagi.,tidak mungkin sppg tidak milih dia lagi.,tidak mungkin sppg tidak milih lagi.,36.0,7.0,36,6
2026-03-22T17:29:21.000Z,"kenapa begitu, apa alasannya ?
sebenci itukah yg terlihat di kecamata anda ??",0,,tiktok,False,"begitu, alasannya ? sebenci kecamata ??","kenapa begitu, apa alasannya ? sebenci itukah yg terlihat di kecamata anda ??","begitu, alasannya ? sebenci kecamata ??",77.0,13.0,39,6
2026-03-22T15:39:08.000Z,kelamaan gak sih?,0,,tiktok,False,tidak sih?,kelamaan tidak sih?,tidak sih?,17.0,3.0,10,2
2026-03-23T13:41:53.000Z,Dari SD sampai Kuliah dr dulu ada kak program beasiswa,0,,tiktok,False,sd kuliah kak program beasiswa,dari sd sampai kuliah dari dulu ada kak program beasiswa,sd kuliah kak program beasiswa,54.0,10.0,30,5
2026-03-23T11:20:40.000Z,kan ada kuliah gratis bagi yg kurang mampu dan berprestasi..kamu selama ini kemana sih?,0,,tiktok,False,kuliah gratis berprestasi..kamu kemana sih?,kan ada kuliah gratis bagi yg kurang mampu dan berprestasi..kamu selama ini kemana sih?,kuliah gratis berprestasi..kamu kemana sih?,87.0,14.0,43,5
2026-03-23T10:24:40.000Z,dari duluu ada program beasiswa tololl,0,,tiktok,False,duluu program beasiswa tololl,dari duluu ada program beasiswa tololl,duluu program beasiswa tololl,38.0,6.0,29,4
2026-03-22T14:38:21.000Z,"kak kuliah gratis masih ada sampai skarang, tapi juga gak kurang tepat sasaran, ada yg orang tuanya PNS dan mampu karna ada ordal dia dapat beasiswa🙏",0,,tiktok,False,"kak kuliah gratis skarang, tidak sasaran, orang tuanya pns ordal beasiswa","kak kuliah gratis masih ada sampai skarang, tapi juga tidak kurang tepat sasaran, ada yg orang tuanya pns dan mampu karena ada ordal dia dapat beasiswa","kak kuliah gratis skarang, tidak sasaran, orang tuanya pns ordal beasiswa",149.0,26.0,73,11
2026-03-23T09:42:46.000Z,"heh kak
itu otak di putar kalo udh ada program kuliah gratis yah di alihkan ke yg lain lah,yg lebih fokus untuk memajukan negara kita ini
kreatif lah harusnya masa perut' doang abisin anggaran triliunan,mikir g
tolong di pahami kak
jgn fokus ke 1 kritik aja
tapi mari saling kasi saran biar negara kita ini maju",0,,tiktok,False,"heh kak otak putar udh program kuliah gratis iya alihkan lah,yg fokus memajukan negara kreatif perut' doang abisin anggaran triliunan,mikir tidak tolong pahami kak jangan fokus kritik mari kasi saran biar negara maju","heh kak itu otak di putar kalau udh ada program kuliah gratis iya di alihkan ke yg lain lah,yg lebih fokus untuk memajukan negara kita ini kreatif lah harusnya masa perut' doang abisin anggaran triliunan,mikir tidak tolong di pahami kak jangan fokus ke kritik aja tapi mari saling kasi saran biar negara kita ini maju","heh kak otak putar udh program kuliah gratis iya alihkan lah,yg fokus memajukan negara kreatif perut' doang abisin anggaran triliunan,mikir tidak tolong pahami kak jangan fokus kritik mari kasi saran biar negara maju",311.0,56.0,216,33
2026-03-22T20:10:13.000Z,emang selama ini ga ada kuliah gratis?,0,,tiktok,False,tidak kuliah gratis?,memang selama ini tidak ada kuliah gratis?,tidak kuliah gratis?,38.0,7.0,20,3
2026-03-23T09:39:21.000Z,"heh kak
itu otak di putar kalo udh ada program kuliah gratis yah di alihkan ke yg lain lah,yg lebih fokus untuk memajukan negara kita ini
kreatif lah harusnya masa perut' doang abisin anggaran triliunan,mikir g",0,,tiktok,False,"heh kak otak putar udh program kuliah gratis iya alihkan lah,yg fokus memajukan negara kreatif perut' doang abisin anggaran triliunan,mikir tidak","heh kak itu otak di putar kalau udh ada program kuliah gratis iya di alihkan ke yg lain lah,yg lebih fokus untuk memajukan negara kita ini kreatif lah harusnya masa perut' doang abisin anggaran triliunan,mikir tidak","heh kak otak putar udh program kuliah gratis iya alihkan lah,yg fokus memajukan negara kreatif perut' doang abisin anggaran triliunan,mikir tidak",210.0,36.0,145,21
2026-03-23T01:05:43.000Z,bukan nya itu udh banyak ya dri dulu,0,,tiktok,False,bukan nya udh iya,bukan nya itu udh banyak iya dari dulu,bukan nya udh iya,36.0,8.0,17,4
2026-03-23T09:37:29.000Z,"heh kak
itu otak di putar kalo udh ada program kuliah gratis yah di alihkan ke yg lain lah,yg lebih fokus untuk memajukan negara kita ini
kreatif lah harusnya masa perut' doang abisin anggaran triliunan,mikir g",0,,tiktok,False,"heh kak otak putar udh program kuliah gratis iya alihkan lah,yg fokus memajukan negara kreatif perut' doang abisin anggaran triliunan,mikir tidak","heh kak itu otak di putar kalau udh ada program kuliah gratis iya di alihkan ke yg lain lah,yg lebih fokus untuk memajukan negara kita ini kreatif lah harusnya masa perut' doang abisin anggaran triliunan,mikir tidak","heh kak otak putar udh program kuliah gratis iya alihkan lah,yg fokus memajukan negara kreatif perut' doang abisin anggaran triliunan,mikir tidak",210.0,36.0,145,21
2026-03-23T09:22:15.000Z,kuliah gratis ntar pindah negara.,0,,tiktok,False,kuliah gratis ntar pindah negara.,kuliah gratis ntar pindah negara.,kuliah gratis ntar pindah negara.,33.0,5.0,33,5
2026-03-23T07:54:13.000Z,"ada kok beasiswa gratis, yg penting Pinter
gak kuliah ya??",0,,tiktok,False,"beasiswa gratis, pinter tidak kuliah iya","ada kok beasiswa gratis, yg penting pinter tidak kuliah iya","beasiswa gratis, pinter tidak kuliah iya",58.0,10.0,40,6
2026-03-23T08:28:46.000Z,setuju.,1,,tiktok,False,setuju.,setuju.,setuju.,7.0,1.0,7,1
2026-03-23T05:52:13.000Z,saya sangat setuju,1,,tiktok,False,setuju,saya sangat setuju,setuju,18.0,3.0,6,1
2026-03-23T05:50:11.000Z,ya elu aja,1,,tiktok,False,iya elu,iya elu aja,iya elu,10.0,3.0,7,2
2026-03-23T02:16:58.000Z,setuju..,1,,tiktok,False,setuju..,setuju..,setuju..,8.0,1.0,8,1
2026-03-23T06:00:53.000Z,Setuju 👍,0,,tiktok,False,setuju,setuju,setuju,8.0,2.0,6,1
2026-03-24T01:39:04.000Z,pak sya setuju dngan mbg. tp sya tidak setuju. mbg d kelola melalui mitra. bisa gak mbg d kelola langsung melalui sekolah. d msak d sekolah JD. pantauan nya lebih transparan. dan lebih steril.,2,1.0,tiktok,False,setuju dngan makan bergizi gratis. tidak setuju. makan bergizi gratis d kelola mitra. tidak makan bergizi gratis d kelola langsung sekolah. d msak d sekolah jd. pantauan nya transparan. steril.,pak saya setuju dngan makan bergizi gratis. tapi saya tidak setuju. makan bergizi gratis d kelola melalui mitra. bisa tidak makan bergizi gratis d kelola langsung melalui sekolah. d msak d sekolah jd. pantauan nya lebih transparan. dan lebih steril.,setuju dngan makan bergizi gratis. tidak setuju. makan bergizi gratis d kelola mitra. tidak makan bergizi gratis d kelola langsung sekolah. d msak d sekolah jd. pantauan nya transparan. steril.,192.0,34.0,193,30
2026-03-23T23:25:09.000Z,mbg progam yg mulia ce. .tapi perlu di evaluasi besar besaran . .pratek di lapangan masih banyak penyelewengan,1,1.0,tiktok,False,makan bergizi gratis progam mulia ce. .tapi evaluasi besaran . .pratek lapangan penyelewengan,makan bergizi gratis progam yg mulia ce. .tapi perlu di evaluasi besar besaran . .pratek di lapangan masih banyak penyelewengan,makan bergizi gratis progam mulia ce. .tapi evaluasi besaran . .pratek lapangan penyelewengan,110.0,18.0,93,13
2026-03-23T18:15:10.000Z,"2029 , kita ganti",3,0.0,tiktok,False,", ganti",", kita ganti",", ganti",17.0,4.0,7,2
2026-03-24T04:25:32.000Z,emang penting bngt pa mbg,1,0.0,tiktok,False,bngt pa makan bergizi gratis,memang penting bngt pa makan bergizi gratis,bngt pa makan bergizi gratis,25.0,5.0,28,5
2026-03-23T05:53:45.000Z,dah sekali aja,4,0.0,tiktok,False,dah,dah sekali aja,dah,14.0,3.0,3,1
2026-03-23T07:59:51.000Z,keren bapak ini,3,0.0,tiktok,False,keren,keren bapak ini,keren,15.0,3.0,5,1
2026-03-23T12:42:38.000Z,ngomong apa wo,2,0.0,tiktok,False,ngomong wo,ngomong apa wo,ngomong wo,14.0,3.0,10,2
2026-03-23T14:51:42.000Z,"heh wo ini bukan makan gratis ini anggaran dari pajak rakyat.
yang di gratis itu dana pribadi",3,2.0,tiktok,False,heh wo bukan makan gratis anggaran pajak rakyat. gratis dana pribadi,heh wo ini bukan makan gratis ini anggaran dari pajak rakyat. yang di gratis itu dana pribadi,heh wo bukan makan gratis anggaran pajak rakyat. gratis dana pribadi,93.0,17.0,68,11
2026-03-23T13:00:55.000Z,"turunkan saja harga sembako, BBM dan gratisan sekolah dan kesehatan, maka sudah pasti rakyat makmur dan sehat",3,0.0,tiktok,False,"turunkan harga sembako, bahan bakar minyak gratisan sekolah kesehatan, rakyat makmur sehat","turunkan saja harga sembako, bahan bakar minyak dan gratisan sekolah dan kesehatan, maka sudah pasti rakyat makmur dan sehat","turunkan harga sembako, bahan bakar minyak gratisan sekolah kesehatan, rakyat makmur sehat",109.0,17.0,90,12
2026-03-23T12:12:48.000Z,apa2 JD mahal,4,0.0,tiktok,False,jd mahal,apa jd mahal,jd mahal,13.0,3.0,8,2
2026-03-23T03:28:33.000Z,MBG tdk ada manfaat pak🙏,3,0.0,tiktok,False,makan bergizi gratis tdk manfaat,makan bergizi gratis tdk ada manfaat pak,makan bergizi gratis tdk manfaat,24.0,5.0,32,5
2026-03-23T11:15:15.000Z,"Tp mbg bikin apbd defisit juga, akhirnya gaji gue dipotong pak😭😭",1,4.0,tiktok,False,"makan bergizi gratis bikin apbd defisit juga, gaji gue dipotong","tapi makan bergizi gratis bikin apbd defisit juga, akhirnya gaji gue dipotong pak","makan bergizi gratis bikin apbd defisit juga, gaji gue dipotong",64.0,11.0,63,10
2026-03-23T12:19:41.000Z,"Pak mending anggaran MBG di prioritaskn aja untuk daerah 3T/perdesaan, sisa ny untuk beasiswa sekolah gratis smpai Tingkat menengah akhir krna bnyak anak yg putus sekolah krna tidak punya biaya, trus Pak di daerah perkotaan MbG itu terkdang tidak dimakan sma anak2 jdi sayang uang ny terbuang sia2 🙏🏻",2,5.0,tiktok,False,"mending anggaran makan bergizi gratis prioritaskn daerah t/perdesaan, sisa ny beasiswa sekolah gratis smpai tingkat menengah krna bnyak anak putus sekolah krna tidak biaya, trus daerah perkotaan makan bergizi gratis terkdang tidak dimakan sma anak jdi sayang uang ny terbuang sia","pak mending anggaran makan bergizi gratis di prioritaskn aja untuk daerah t/perdesaan, sisa ny untuk beasiswa sekolah gratis smpai tingkat menengah akhir krna bnyak anak yg putus sekolah krna tidak punya biaya, trus pak di daerah perkotaan makan bergizi gratis itu terkdang tidak dimakan sma anak jdi sayang uang ny terbuang sia","mending anggaran makan bergizi gratis prioritaskn daerah t/perdesaan, sisa ny beasiswa sekolah gratis smpai tingkat menengah krna bnyak anak putus sekolah krna tidak biaya, trus daerah perkotaan makan bergizi gratis terkdang tidak dimakan sma anak jdi sayang uang ny terbuang sia",300.0,49.0,279,41
2026-03-23T20:12:54.000Z,"emosi no 1
berpikir no sekian",2,2.0,tiktok,False,emosi no berpikir no sekian,emosi no berpikir no sekian,emosi no berpikir no sekian,29.0,6.0,27,5
2026-03-23T11:52:50.000Z,"Yuk bareng-bareng jaga suasana kondusif, ikut dukung pemerintah, jangan gampang percaya rumor yang belum tentu benar",3,4.0,tiktok,False,"ayo bareng-bareng jaga suasana kondusif, dukung pemerintah, jangan gampang percaya rumor benar","ayo bareng-bareng jaga suasana kondusif, ikut dukung pemerintah, jangan gampang percaya rumor yang belum tentu benar","ayo bareng-bareng jaga suasana kondusif, dukung pemerintah, jangan gampang percaya rumor benar",116.0,16.0,94,12
2026-03-22T14:31:17.000Z,"Hentikan pak,dana mbg alokasikan ke bpjs kesehatan dan pendidikan🙏🏻",7,0.0,tiktok,False,"hentikan pak,dana makan bergizi gratis alokasikan bpjs kesehatan pendidikan","hentikan pak,dana makan bergizi gratis alokasikan ke bpjs kesehatan dan pendidikan","hentikan pak,dana makan bergizi gratis alokasikan bpjs kesehatan pendidikan",67.0,9.0,75,9
2026-03-22T13:11:08.000Z,hentikan aj pak,7,0.0,tiktok,False,hentikan,hentikan saja pak,hentikan,15.0,3.0,8,1
2026-03-22T14:31:50.000Z,dah di skip kok muncul terus ini post,9,0.0,tiktok,False,dah skip muncul post,dah di skip kok muncul terus ini post,dah skip muncul post,37.0,8.0,20,4
2026-03-23T17:25:12.000Z,Hentikan lah pak presiden.,4,1.0,tiktok,False,hentikan presiden.,hentikan lah pak presiden.,hentikan presiden.,26.0,4.0,18,2
2026-03-24T00:21:06.000Z,pikirkan kesejahtraan guru swasta jangn cuma mbg,1,0.0,tiktok,False,pikirkan kesejahtraan guru swasta jangn makan bergizi gratis,pikirkan kesejahtraan guru swasta jangn cuma makan bergizi gratis,pikirkan kesejahtraan guru swasta jangn makan bergizi gratis,48.0,7.0,60,8
2026-03-24T03:37:17.000Z,sya mah Mending d ksh modal buat usaha,0,0.0,tiktok,False,mending d ksh modal usaha,saya mah mending d ksh modal buat usaha,mending d ksh modal usaha,38.0,8.0,25,5
2026-03-24T02:33:57.000Z,pidato udah 100 kali tak lepas dari MBG,1,0.0,tiktok,False,pidato udah kali tak lepas makan bergizi gratis,pidato udah kali tak lepas dari makan bergizi gratis,pidato udah kali tak lepas makan bergizi gratis,39.0,8.0,47,8
2026-03-24T03:22:35.000Z,Bapak yakin tdk ada korupsi pada program MBG ini?,1,0.0,tiktok,False,tdk korupsi program makan bergizi gratis ini?,bapak yakin tdk ada korupsi pada program makan bergizi gratis ini?,tdk korupsi program makan bergizi gratis ini?,49.0,9.0,45,7
2026-03-24T03:44:08.000Z,"saran ajah pa Prabowo mungkin kalo mau pertahankan MBG, lakukan audit secara berjenjang dan audit juga SPPG serta KOPERASI MERAH PUTIH setiap bulan atau per3 bulan olrh lembaga yg independen.",1,0.0,tiktok,False,"saran ajah pa prabowo mungkin pertahankan makan bergizi gratis, lakukan audit berjenjang audit sppg koperasi merah putih olrh lembaga independen.","saran ajah pa prabowo mungkin kalau mau pertahankan makan bergizi gratis, lakukan audit secara berjenjang dan audit juga sppg serta koperasi merah putih setiap bulan atau per bulan olrh lembaga yg independen.","saran ajah pa prabowo mungkin pertahankan makan bergizi gratis, lakukan audit berjenjang audit sppg koperasi merah putih olrh lembaga independen.",191.0,30.0,145,20
